province;red;green;blue;x;x
932;65;230;125;Province0932;x
933;89;218;81;Province0933;x
934;66;32;99;Province0934;x
935;67;67;11;Province0935;x
936;114;159;120;Province0936;x
937;203;60;19;Province0937;x
938;63;198;119;Province0938;x
939;252;90;95;Province0939;x
940;191;110;123;Province0940;x
941;118;123;109;Province0941;x
942;94;242;14;Province0942;x
943;107;51;33;Province0943;x
944;74;90;85;Province0944;x
945;229;205;61;Province0945;x
946;229;219;2;Province0946;x
947;233;146;24;Province0947;x
948;192;242;117;Province0948;x
949;203;199;22;Province0949;x
950;235;254;111;Province0950;x
951;187;101;96;Province0951;x
952;254;12;124;Province0952;x
953;212;103;5;Province0953;x
954;168;175;23;Province0954;x
955;239;169;69;Province0955;x
956;89;188;38;Province0956;x
957;74;111;91;Province0957;x
958;143;113;8;Province0958;x
959;200;193;120;Province0959;x
960;219;129;18;Province0960;x
961;178;120;52;Province0961;x
962;162;104;77;Province0962;x
963;93;176;26;Province0963;x
964;109;49;31;Province0964;x
965;203;139;100;Province0965;x
966;151;254;83;Province0966;x
967;241;188;103;Province0967;x
968;176;201;84;Province0968;x
969;195;83;102;Province0969;x
970;116;76;123;Province0970;x
971;199;3;1;Province0971;x
972;89;158;23;Province0972;x
973;113;144;41;Province0973;x
974;237;95;39;Province0974;x
975;70;189;79;Province0975;x
976;207;148;61;Province0976;x
977;124;252;88;Province0977;x
978;253;151;45;Province0978;x
979;124;16;39;Province0979;x
980;246;26;3;Province0980;x
981;194;104;122;Province0981;x
982;212;142;49;Province0982;x
983;197;194;36;Province0983;x
984;186;139;67;Province0984;x
985;208;191;65;Province0985;x
986;132;193;16;Province0986;x
987;202;133;20;Province0987;x
988;107;80;99;Province0988;x
989;153;106;99;Province0989;x
990;242;60;38;Province0990;x
991;98;15;44;Province0991;x
992;66;168;79;Province0992;x
993;221;89;111;Province0993;x
994;141;207;24;Province0994;x
995;156;216;76;Province0995;x
996;156;122;20;Province0996;x
997;90;86;39;Province0997;x
998;129;55;104;Province0998;x
999;86;29;88;Province0999;x
1000;141;209;45;Province1000;x
1001;152;6;104;Province1001;x
1002;249;131;27;Province1002;x
1003;133;104;39;Province1003;x
1004;225;187;85;Province1004;x
1005;102;135;71;Province1005;x
1006;229;161;108;Province1006;x
1007;119;14;19;Province1007;x
1008;120;55;83;Province1008;x
1009;254;193;16;Province1009;x
1010;67;118;54;Province1010;x
1011;145;173;116;Province1011;x
1012;228;176;13;Province1012;x
1013;101;239;13;Province1013;x
1014;200;74;80;Province1014;x
1015;247;72;96;Province1015;x
1016;149;55;116;Province1016;x
1017;251;119;84;Province1017;x
1018;105;126;36;Province1018;x
1019;153;58;104;Province1019;x
1020;252;240;57;Province1020;x
1021;249;179;49;Province1021;x
1022;98;127;73;Province1022;x
1023;122;27;45;Province1023;x
1024;239;213;13;Province1024;x
1025;245;6;47;Province1025;x
1026;104;223;12;Province1026;x
1027;156;130;50;Province1027;x
1028;124;189;87;Province1028;x
1029;147;95;112;Province1029;x
1030;122;25;11;Province1030;x
1031;240;123;87;Province1031;x
1032;170;243;14;Province1032;x
1033;142;56;33;Province1033;x
1034;183;48;26;Province1034;x
1035;95;172;99;Province1035;x
1036;181;53;2;Province1036;x
1037;157;8;103;Province1037;x
1038;140;176;18;Province1038;x
1039;144;60;37;Province1039;x
1040;66;229;36;Province1040;x
1041;218;55;71;Province1041;x
1042;211;235;79;Province1042;x
1043;209;212;95;Province1043;x
1044;181;173;44;Province1044;x
1045;214;234;51;Province1045;x
1046;223;52;48;Province1046;x
1047;184;92;91;Province1047;x
1048;170;23;122;Province1048;x
1049;146;3;124;Province1049;x
1050;163;35;0;Province1050;x
1051;200;151;36;Province1051;x
1052;109;37;27;Province1052;x
1053;172;71;4;Province1053;x
1054;132;74;8;Province1054;x
1055;239;59;122;Province1055;x
1056;114;191;42;Province1056;x
1057;152;243;66;Province1057;x
1058;228;197;40;Province1058;x
1059;249;195;113;Province1059;x
1060;107;218;55;Province1060;x
1061;214;139;84;Province1061;x
1062;229;55;23;Province1062;x
1063;187;230;26;Province1063;x
1064;132;1;5;Province1064;x
1065;176;98;69;Province1065;x
1066;67;91;106;Province1066;x
1067;218;137;95;Province1067;x
1068;95;124;17;Province1068;x
1069;89;19;55;Province1069;x
1070;144;59;52;Province1070;x
1071;215;189;5;Province1071;x
1072;199;209;43;Province1072;x
1073;234;230;112;Province1073;x
1074;123;84;14;Province1074;x
1075;176;137;37;Province1075;x
1076;79;141;124;Province1076;x
1077;213;20;42;Province1077;x
1078;252;152;112;Province1078;x
1079;91;30;124;Province1079;x
1080;229;144;89;Province1080;x
1081;249;217;17;Province1081;x
1082;249;34;4;Province1082;x
1083;229;137;93;Province1083;x
1084;254;230;94;Province1084;x
1085;243;106;40;Province1085;x
1086;70;180;114;Province1086;x
1087;215;231;106;Province1087;x
1088;80;59;16;Province1088;x
1089;157;252;83;Province1089;x
1090;185;205;33;Province1090;x
1091;186;213;83;Province1091;x
1092;91;110;63;Province1092;x
1093;157;109;27;Province1093;x
1094;89;8;126;Province1094;x
1095;188;249;36;Province1095;x
1096;101;135;93;Province1096;x
1097;181;127;92;Province1097;x
1098;137;194;79;Province1098;x
1099;212;107;100;Province1099;x
1100;205;118;25;Province1100;x
1101;139;251;53;Province1101;x
1102;92;213;5;Province1102;x
1103;117;250;87;Province1103;x
1104;124;102;18;Province1104;x
1105;251;195;108;Province1105;x
1106;116;245;22;Province1106;x
1107;215;139;46;Province1107;x
1108;155;87;34;Province1108;x
1109;163;96;15;Province1109;x
1110;167;208;37;Province1110;x
1111;133;22;121;Province1111;x
1112;203;177;114;Province1112;x
1113;108;137;50;Province1113;x
1114;242;172;3;Province1114;x
1115;186;79;114;Province1115;x
1116;99;47;65;Province1116;x
1117;88;201;74;Province1117;x
1118;77;45;76;Province1118;x
1119;142;117;23;Province1119;x
1120;153;14;123;Province1120;x
1121;118;127;96;Province1121;x
1122;185;131;29;Province1122;x
1123;83;90;26;Province1123;x
1124;116;245;78;Province1124;x
1125;115;111;97;Province1125;x
1126;215;201;12;Province1126;x
1127;187;164;16;Province1127;x
1128;141;56;107;Province1128;x
1129;200;70;118;Province1129;x
1130;231;125;31;Province1130;x
1131;247;191;116;Province1131;x
1132;245;40;106;Province1132;x
1133;184;157;25;Province1133;x
1134;89;111;16;Province1134;x
1135;101;49;112;Province1135;x
1136;225;73;3;Province1136;x
1137;71;110;28;Province1137;x
1138;136;53;101;Province1138;x
1139;70;190;116;Province1139;x
1140;117;211;94;Province1140;x
1141;208;69;11;Province1141;x
1142;163;72;36;Province1142;x
1143;63;30;36;Province1143;x
1144;246;183;107;Province1144;x
1145;232;9;30;Province1145;x
1146;74;123;18;Province1146;x
1147;219;236;62;Province1147;x
1148;190;201;17;Province1148;x
1149;177;204;106;Province1149;x
1150;213;15;100;Province1150;x
1151;241;14;116;Province1151;x
1152;179;9;102;Province1152;x
1153;67;190;81;Province1153;x
1154;144;6;14;Province1154;x
1155;96;223;122;Province1155;x
1156;98;41;63;Province1156;x
1157;221;52;78;Province1157;x
1158;113;164;61;Province1158;x
1159;112;56;99;Province1159;x
1160;125;139;2;Province1160;x
1161;77;143;22;Province1161;x
1162;129;235;40;Province1162;x
1163;157;141;19;Province1163;x
1164;244;163;66;Province1164;x
1165;142;210;81;Province1165;x
1166;163;4;37;Province1166;x
1167;135;139;120;Province1167;x
1168;156;141;42;Province1168;x
1169;100;180;123;Province1169;x
1170;111;19;64;Province1170;x
1171;92;207;16;Province1171;x
1172;148;20;88;Province1172;x
1173;124;65;29;Province1173;x
1174;233;189;118;Province1174;x
1175;118;147;87;Province1175;x
1176;64;210;41;Province1176;x
1177;64;69;23;Province1177;x
1178;88;222;123;Province1178;x
1179;88;222;101;Province1179;x
1180;150;92;112;Province1180;x
1181;131;50;113;Province1181;x
1182;117;115;14;Province1182;x
1183;147;245;14;Province1183;x
1184;75;92;21;Province1184;x
1185;211;131;47;Province1185;x
1186;244;166;46;Province1186;x
1187;130;168;54;Province1187;x
1188;75;158;55;Province1188;x
1189;179;72;117;Province1189;x
1190;100;14;73;Province1190;x
1191;223;181;19;Province1191;x
1192;189;172;3;Province1192;x
1193;137;15;38;Province1193;x
1194;120;221;55;Province1194;x
1195;218;71;36;Province1195;x
1196;209;57;33;Province1196;x
1197;229;52;43;Province1197;x
1198;175;143;96;Province1198;x
1199;167;130;45;Province1199;x
1200;77;39;77;Province1200;x
1201;216;84;119;Province1201;x
1202;153;232;63;Province1202;x
1203;212;21;91;Province1203;x
1204;219;42;114;Province1204;x
1205;72;167;8;Province1205;x
1206;89;196;105;Province1206;x
1207;245;189;6;Province1207;x
1208;159;48;119;Province1208;x
1209;227;243;122;Province1209;x
1210;100;4;87;Province1210;x
1211;173;22;72;Province1211;x
1212;116;189;62;Province1212;x
1213;166;232;95;Province1213;x
1214;97;70;55;Province1214;x
1215;151;1;82;Province1215;x
1216;128;48;60;Province1216;x
1217;213;254;126;Province1217;x
1218;203;193;32;Province1218;x
1219;189;172;86;Province1219;x
1220;131;165;24;Province1220;x
1221;230;7;76;Province1221;x
1222;91;107;62;Province1222;x
1223;159;89;26;Province1223;x
1224;81;156;19;Province1224;x
1225;195;65;31;Province1225;x
1226;89;1;59;Province1226;x
1227;68;228;107;Province1227;x
1228;251;229;68;Province1228;x
1229;116;12;17;Province1229;x
1230;154;62;83;Province1230;x
1231;243;119;77;Province1231;x
1232;200;166;5;Province1232;x
1233;229;246;71;Province1233;x
1234;228;94;123;Province1234;x
1235;119;185;67;Province1235;x
1236;227;43;79;Province1236;x
1237;244;166;92;Province1237;x
1238;90;141;58;Province1238;x
1239;128;128;102;Province1239;x
1240;234;63;73;Province1240;x
1241;213;161;108;Province1241;x
1242;235;131;60;Province1242;x
1243;214;35;25;Province1243;x
1244;116;124;26;Province1244;x
1245;76;38;36;Province1245;x
1246;146;148;37;Province1246;x
1247;196;84;13;Province1247;x
1248;184;123;78;Province1248;x
1249;63;230;48;Province1249;x
1250;118;220;36;Province1250;x
1251;180;222;3;Province1251;x
1252;162;104;11;Province1252;x
1253;250;195;72;Province1253;x
1254;174;243;65;Province1254;x
1255;154;106;60;Province1255;x
1256;85;154;109;Province1256;x
1257;147;155;68;Province1257;x
1258;192;139;9;Province1258;x
1259;160;50;48;Province1259;x
1260;173;3;58;Province1260;x
1261;247;144;116;Province1261;x
1262;112;228;74;Province1262;x
1263;104;145;24;Province1263;x
1264;197;47;25;Province1264;x
1265;197;120;126;Province1265;x
1266;71;168;88;Province1266;x
1267;244;27;40;Province1267;x
1268;169;108;108;Province1268;x
1269;178;143;37;Province1269;x
1270;106;223;110;Province1270;x
1271;239;71;64;Province1271;x
1272;154;57;28;Province1272;x
1273;144;10;40;Province1273;x
1274;85;42;20;Province1274;x
1275;218;178;4;Province1275;x
1276;70;182;13;Province1276;x
1277;190;191;16;Province1277;x
1278;163;35;71;Province1278;x
1279;254;97;125;Province1279;x
1280;230;26;104;Province1280;x
1281;217;217;64;Province1281;x
1282;219;251;124;Province1282;x
1283;166;178;123;Province1283;x
1284;85;71;50;Province1284;x
1285;237;49;27;Province1285;x
1286;63;212;112;Province1286;x
1287;178;65;97;Province1287;x
1288;88;200;82;Province1288;x
1289;220;253;6;Province1289;x
1290;220;36;62;Province1290;x
1291;198;102;125;Province1291;x
1292;71;49;23;Province1292;x
1293;130;95;74;Province1293;x
1294;93;174;55;Province1294;x
1295;161;217;119;Province1295;x
1296;191;170;122;Province1296;x
1297;211;100;47;Province1297;x
1298;111;5;115;Province1298;x
1299;113;115;112;Province1299;x
1300;185;4;97;Province1300;x
1301;226;97;47;Province1301;x
1302;155;101;61;Province1302;x
1303;234;48;90;Province1303;x
1304;176;228;120;Province1304;x
1305;93;157;110;Province1305;x
1306;221;4;19;Province1306;x
1307;67;62;11;Province1307;x
1308;222;30;79;Province1308;x
1309;75;196;105;Province1309;x
1310;220;64;52;Province1310;x
1311;186;33;9;Province1311;x
1312;64;34;84;Province1312;x
1313;69;1;105;Province1313;x
1314;78;63;100;Province1314;x
1315;78;225;52;Province1315;x
1316;90;124;115;Province1316;x
1317;79;13;11;Province1317;x
1318;157;146;96;Province1318;x
1319;100;156;19;Province1319;x
1320;216;24;28;Province1320;x
1321;126;98;122;Province1321;x
1322;182;15;72;Province1322;x
1323;110;250;6;Province1323;x
1324;220;139;80;Province1324;x
1325;131;48;52;Province1325;x
1326;84;17;58;Province1326;x
1327;228;154;67;Province1327;x
1328;67;66;91;Province1328;x
1329;226;182;49;Province1329;x
1330;133;110;45;Province1330;x
1331;197;188;42;Province1331;x
1332;253;133;63;Province1332;x
1333;197;146;121;Province1333;x
1334;134;40;34;Province1334;x
1335;96;121;9;Province1335;x
1336;85;161;23;Province1336;x
1337;218;91;24;Province1337;x
1338;99;167;73;Province1338;x
1339;137;1;110;Province1339;x
1340;88;81;47;Province1340;x
1341;160;88;28;Province1341;x
1342;109;213;64;Province1342;x
1343;221;147;17;Province1343;x
1344;167;124;62;Province1344;x
1345;109;237;123;Province1345;x
1346;185;192;48;Province1346;x
1347;250;109;9;Province1347;x
1348;170;244;105;Province1348;x
1349;138;7;111;Province1349;x
1350;130;172;66;Province1350;x
1351;75;39;25;Province1351;x
1352;181;103;112;Province1352;x
1353;180;208;5;Province1353;x
1354;153;150;9;Province1354;x
1355;117;188;31;Province1355;x
1356;225;20;46;Province1356;x
1357;250;209;64;Province1357;x
1358;159;253;74;Province1358;x
1359;214;245;37;Province1359;x
1360;172;20;110;Province1360;x
1361;141;222;11;Province1361;x
1362;101;160;89;Province1362;x
1363;165;209;89;Province1363;x
1364;133;1;14;Province1364;x
1365;158;21;62;Province1365;x
1366;168;85;16;Province1366;x
1367;171;47;87;Province1367;x
1368;92;171;34;Province1368;x
1369;177;223;62;Province1369;x
1370;244;191;90;Province1370;x
1371;234;48;71;Province1371;x
1372;131;97;20;Province1372;x
1373;150;195;17;Province1373;x
1374;92;188;53;Province1374;x
1375;134;120;105;Province1375;x
1376;126;187;114;Province1376;x
1377;104;186;85;Province1377;x
1378;106;169;4;Province1378;x
1379;80;230;31;Province1379;x
1380;89;116;112;Province1380;x
1381;155;231;81;Province1381;x
1382;82;128;28;Province1382;x
1383;225;72;57;Province1383;x
1384;216;241;23;Province1384;x
1385;159;138;15;Province1385;x
1386;177;186;23;Province1386;x
1387;76;34;107;Province1387;x
1388;159;99;98;Province1388;x
1389;88;101;77;Province1389;x
1390;100;90;122;Province1390;x
1391;98;204;32;Province1391;x
1392;148;44;60;Province1392;x
1393;107;252;121;Province1393;x
1394;80;75;8;Province1394;x
1395;68;217;95;Province1395;x
1396;123;67;105;Province1396;x
1397;126;164;30;Province1397;x
1398;243;66;60;Province1398;x
1399;94;23;90;Province1399;x
1400;70;164;22;Province1400;x
1401;123;176;21;Province1401;x
1402;254;216;75;Province1402;x
1403;115;105;46;Province1403;x
1404;228;169;43;Province1404;x
1405;175;216;31;Province1405;x
1406;158;80;44;Province1406;x
1407;212;83;111;Province1407;x
1408;176;51;85;Province1408;x
1409;203;112;123;Province1409;x
1410;151;143;54;Province1410;x
1411;194;243;87;Province1411;x
1412;160;239;85;Province1412;x
1413;123;253;29;Province1413;x
1414;189;108;48;Province1414;x
1415;166;48;18;Province1415;x
1416;129;239;97;Province1416;x
1417;134;129;107;Province1417;x
1418;217;20;40;Province1418;x
1419;217;223;20;Province1419;x
1420;198;149;68;Province1420;x
1421;219;207;16;Province1421;x
1422;218;172;103;Province1422;x
1423;149;207;53;Province1423;x
1424;116;185;31;Province1424;x
1425;126;103;22;Province1425;x
1426;189;144;116;Province1426;x
1427;223;232;6;Province1427;x
1428;135;82;68;Province1428;x
1429;200;76;108;Province1429;x
1430;76;172;22;Province1430;x
1431;77;221;27;Province1431;x
1432;164;87;68;Province1432;x
1433;216;212;78;Province1433;x
1434;121;103;0;Province1434;x
1435;249;110;21;Province1435;x
1436;103;212;37;Province1436;x
1437;63;130;31;Province1437;x
1438;98;63;4;Province1438;x
1439;143;158;58;Province1439;x
1440;100;73;96;Province1440;x
1441;171;161;78;Province1441;x
1442;205;17;73;Province1442;x
1443;245;14;107;Province1443;x
1444;154;48;38;Province1444;x
1445;241;195;5;Province1445;x
1446;218;46;123;Province1446;x
1447;127;35;24;Province1447;x
1448;141;129;76;Province1448;x
1449;196;2;85;Province1449;x
1450;150;8;16;Province1450;x
1451;203;191;45;Province1451;x
1452;119;123;29;Province1452;x
1453;135;121;50;Province1453;x
1454;106;15;57;Province1454;x
1455;220;230;42;Province1455;x
1456;175;131;96;Province1456;x
1457;74;101;30;Province1457;x
1458;231;192;15;Province1458;x
1459;183;228;35;Province1459;x
1460;163;48;65;Province1460;x
1461;159;48;24;Province1461;x
1462;189;65;77;Province1462;x
1463;129;131;34;Province1463;x
1464;121;192;121;Province1464;x
1465;182;158;51;Province1465;x
1466;245;22;71;Province1466;x
1467;129;20;52;Province1467;x
1468;194;52;39;Province1468;x
1469;205;162;31;Province1469;x
1470;208;157;123;Province1470;x
1471;75;81;116;Province1471;x
1472;104;22;87;Province1472;x
1473;204;76;98;Province1473;x
1474;146;171;8;Province1474;x
1475;212;144;37;Province1475;x
1476;178;172;28;Province1476;x
1477;164;200;122;Province1477;x
1478;237;142;83;Province1478;x
1479;190;8;53;Province1479;x
1480;229;209;34;Province1480;x
1481;231;171;14;Province1481;x
1482;203;41;102;Province1482;x
1483;150;177;57;Province1483;x
1484;189;9;40;Province1484;x
1485;100;65;26;Province1485;x
1486;131;104;82;Province1486;x
1487;68;195;107;Province1487;x
1488;144;164;110;Province1488;x
1489;160;54;91;Province1489;x
1490;133;80;42;Province1490;x
1491;66;170;106;Province1491;x
1492;224;212;51;Province1492;x
1493;70;148;60;Province1493;x
1494;146;87;14;Province1494;x
1495;83;9;42;Province1495;x
1496;192;85;59;Province1496;x
1497;70;192;78;Province1497;x
1498;170;79;22;Province1498;x
1499;92;123;31;Province1499;x
1500;63;72;71;Province1500;x
1501;155;38;55;Province1501;x
1502;114;61;105;Province1502;x
1503;181;149;80;Province1503;x
1504;197;50;13;Province1504;x
1505;74;253;119;Province1505;x
1506;122;220;66;Province1506;x
1507;214;245;58;Province1507;x
1508;254;173;43;Province1508;x
1509;202;218;74;Province1509;x
1510;222;58;40;Province1510;x
1511;157;52;8;Province1511;x
1512;100;130;91;Province1512;x
1513;124;153;27;Province1513;x
1514;77;235;79;Province1514;x
1515;167;35;70;Province1515;x
1516;181;1;36;Province1516;x
1517;158;187;77;Province1517;x
1518;97;213;21;Province1518;x
1519;92;201;23;Province1519;x
1520;127;124;57;Province1520;x
1521;88;77;42;Province1521;x
1522;246;24;74;Province1522;x
1523;199;115;82;Province1523;x
1524;157;110;62;Province1524;x
1525;179;41;69;Province1525;x
1526;106;252;70;Province1526;x
1527;73;90;105;Province1527;x
1528;167;139;43;Province1528;x
1529;97;158;59;Province1529;x
1530;227;9;83;Province1530;x
1531;110;130;113;Province1531;x
1532;131;148;56;Province1532;x
1533;161;99;121;Province1533;x
1534;144;57;20;Province1534;x
1535;84;200;30;Province1535;x
1536;195;211;76;Province1536;x
1537;229;50;17;Province1537;x
1538;99;118;40;Province1538;x
1539;181;93;66;Province1539;x
1540;139;169;52;Province1540;x
1541;85;108;86;Province1541;x
1542;99;234;102;Province1542;x
1543;235;119;57;Province1543;x
1544;168;77;6;Province1544;x
1545;206;217;42;Province1545;x
1546;250;139;89;Province1546;x
1547;135;145;51;Province1547;x
1548;166;231;10;Province1548;x
1549;152;164;114;Province1549;x
1550;252;102;72;Province1550;x
1551;204;32;27;Province1551;x
1552;151;234;46;Province1552;x
1553;188;212;35;Province1553;x
1554;150;205;14;Province1554;x
1555;232;120;29;Province1555;x
1556;230;225;18;Province1556;x
1557;4;73;193;;x
1558;18;24;159;;x
1559;6;64;254;;x
1560;41;79;140;;x
1561;32;110;152;;x
1562;36;103;215;;x
1563;34;62;164;;x
1564;63;85;132;;x
1565;41;85;143;;x
1566;63;87;137;;x
1567;62;102;169;;x
1568;61;91;251;;x
1569;35;16;232;;x
1570;2;120;173;;x
1571;57;31;201;;x
1572;26;41;212;;x
1573;31;114;207;;x
1574;3;33;241;;x
1575;50;100;245;;x
1576;56;54;130;;x
1577;6;119;224;;x
1578;50;12;143;;x
1579;59;26;134;;x
1580;13;49;144;;x
1581;54;27;159;;x
1582;47;24;227;;x
1583;38;79;245;;x
1584;58;4;169;;x
1585;11;10;254;;x
1586;63;98;206;;x
1587;10;55;221;;x
1588;26;74;236;;x
1589;47;94;185;;x
1590;55;109;129;;x
1591;5;69;202;;x
1592;49;22;199;;x
1593;57;54;136;;x
1594;21;3;130;;x
1595;1;73;224;;x
1596;32;22;146;;x
1597;33;5;246;;x
1598;14;19;251;;x
1599;0;60;170;;x
1600;27;25;204;;x
1601;24;51;217;;x
1602;27;12;182;;x
1603;34;101;197;;x
1604;28;100;227;;x
1605;16;90;152;;x
1606;27;99;173;;x
1607;41;106;189;;x
1608;30;37;188;;x
1609;45;44;220;;x
1610;19;6;216;;x
1611;24;127;195;;x
1612;43;37;133;;x
1613;49;76;222;;x
1614;42;56;236;;x
1615;35;123;157;;x
1616;5;86;195;;x
1617;19;20;201;;x
1618;44;93;137;;x
1619;20;92;202;;x
1620;49;67;236;;x
1621;36;25;219;;x
1622;1;98;232;;x
1623;2;96;246;;x
1624;39;24;237;;x
1625;49;13;137;;x
1626;10;48;231;;x
1627;10;87;175;;x
1628;45;66;178;;x
1629;41;52;154;;x
1630;0;73;188;;x
1631;15;109;158;;x
1632;32;109;179;;x
1633;22;7;190;;x
1634;44;123;142;;x
1635;25;37;176;;x
1636;10;109;184;;x
1637;59;123;130;;x
1638;32;67;235;;x
1639;22;69;148;;x
1640;7;71;215;;x
1641;53;76;237;;x
1642;21;5;223;;x
1643;19;113;239;;x
1644;41;30;200;;x
1645;35;106;192;;x
1646;54;44;179;;x
1647;43;107;254;;x
1648;44;125;236;;x
1649;56;26;216;;x
1650;50;105;208;;x
1651;45;4;156;;x
1652;21;93;137;;x
1653;19;42;136;;x
1654;16;101;244;;x
1655;9;121;146;;x
1656;27;72;213;;x
1657;59;97;157;;x
1658;27;68;212;;x
1659;17;42;137;;x
1660;11;72;243;;x
1661;6;125;238;;x
1662;50;45;181;;x
1663;48;20;237;;x
1664;36;108;172;;x
1665;24;35;226;;x
1666;24;57;187;;x
1667;62;127;191;;x
1668;13;53;205;;x
1669;24;83;228;;x
1670;42;69;192;;x
1671;25;43;132;;x
1672;11;9;243;;x
1673;49;15;177;;x
1674;10;107;196;;x
1675;49;8;215;;x
1676;31;105;195;;x
1677;63;72;192;;x
1678;55;49;160;;x
1679;37;43;223;;x
1680;1;26;179;;x
1681;34;34;207;;x
1682;16;54;139;;x
1683;30;86;189;;x
1684;54;64;135;;x
1685;23;70;213;;x
1686;36;40;251;;x
1687;48;51;157;;x
1688;36;26;132;;x
1689;17;72;139;;x
1690;59;117;236;;x
1691;38;2;170;;x
1692;0;81;167;;x
1693;6;94;216;;x
1694;13;89;224;;x
1695;55;67;236;;x
1696;50;21;194;;x
1697;31;94;138;;x
1698;47;10;201;;x
1699;45;71;200;;x
1700;22;83;242;;x
1701;39;98;228;;x
1702;27;25;148;;x
1703;32;23;246;;x
1704;57;40;135;;x
